task_id,data_id,url,number_of_instances,name,default_target_attribute,ignore_attribute
4691,1152,https://www.openml.org/data/download/54035/AP_Prostate_Ovary.arff,267.0,AP_Prostate_Ovary,Tissue,""ID_REF""
4692,1153,https://www.openml.org/data/download/54036/AP_Colon_Ovary.arff,484.0,AP_Colon_Ovary,Tissue,""ID_REF""
4693,1154,https://www.openml.org/data/download/54037/AP_Endometrium_Lung.arff,187.0,AP_Endometrium_Lung,Tissue,""ID_REF""
4694,1155,https://www.openml.org/data/download/54038/AP_Prostate_Lung.arff,195.0,AP_Prostate_Lung,Tissue,""ID_REF""
4695,1156,https://www.openml.org/data/download/54039/AP_Omentum_Ovary.arff,275.0,AP_Omentum_Ovary,Tissue,""ID_REF""
4696,1157,https://www.openml.org/data/download/54040/AP_Endometrium_Kidney.arff,321.0,AP_Endometrium_Kidney,Tissue,""ID_REF""
4697,1158,https://www.openml.org/data/download/54041/AP_Breast_Kidney.arff,604.0,AP_Breast_Kidney,Tissue,""ID_REF""
4698,1159,https://www.openml.org/data/download/54042/AP_Endometrium_Ovary.arff,259.0,AP_Endometrium_Ovary,Tissue,""ID_REF""
4699,1160,https://www.openml.org/data/download/54043/AP_Colon_Uterus.arff,410.0,AP_Colon_Uterus,Tissue,""ID_REF""
4701,1162,https://www.openml.org/data/download/54045/AP_Ovary_Uterus.arff,322.0,AP_Ovary_Uterus,Tissue,""ID_REF""
4702,1163,https://www.openml.org/data/download/54046/AP_Lung_Kidney.arff,386.0,AP_Lung_Kidney,Tissue,""ID_REF""
4703,1164,https://www.openml.org/data/download/54047/AP_Endometrium_Uterus.arff,185.0,AP_Endometrium_Uterus,Tissue,""ID_REF""
4704,1165,https://www.openml.org/data/download/54048/AP_Breast_Ovary.arff,542.0,AP_Breast_Ovary,Tissue,""ID_REF""
4706,1167,https://www.openml.org/data/download/54056/phppZkQRw,320.0,pc1_req,DEFECT,NULL
5481,1092,https://www.openml.org/data/download/1663731/phpoRf40R,352.0,Crash,Head_IC,""Model""
7286,2,https://www.openml.org/data/download/1666876/phpFsFYVN,898.0,anneal,class,NULL
7306,61,https://www.openml.org/data/download/61/dataset_61_iris.arff,150.0,iris,class,NULL
7307,1233,https://www.openml.org/data/download/461019/phpui3LSc,945.0,eating,class,NULL
7543,37,https://www.openml.org/data/download/37/dataset_37_diabetes.arff,768.0,diabetes,class,NULL
7547,1442,https://www.openml.org/data/download/1582938/phpjG28NS,253.0,MegaWatt1,def,NULL
7548,1443,https://www.openml.org/data/download/1582939/phptbYBGx,661.0,PizzaCutter1,def,NULL
7553,1446,https://www.openml.org/data/download/1582984/phplN67dW,296.0,CostaMadre1,def,NULL
7554,1446,https://www.openml.org/data/download/1582984/phplN67dW,296.0,CostaMadre1,def,NULL
7555,61,https://www.openml.org/data/download/61/dataset_61_iris.arff,150.0,iris,class,NULL
7556,1442,https://www.openml.org/data/download/1582938/phpjG28NS,253.0,MegaWatt1,def,NULL
7557,1446,https://www.openml.org/data/download/1582984/phplN67dW,296.0,CostaMadre1,def,NULL
7558,1443,https://www.openml.org/data/download/1582939/phptbYBGx,661.0,PizzaCutter1,def,NULL
7560,1441,https://www.openml.org/data/download/1582937/phpajta2z,123.0,KungChi3,def,NULL
9894,1565,https://www.openml.org/data/download/1593761/phpTXWrKb,294.0,heart-h,Class,NULL
9897,1559,https://www.openml.org/data/download/1593755/php5Gjqcb,106.0,breast-tissue,Class,NULL
9901,1556,https://www.openml.org/data/download/1593752/phpJ1rDu3,120.0,acute-inflammations,Class,NULL
9902,1555,https://www.openml.org/data/download/1593751/phpMjNRWy,1000.0,autoUniv-au6-1000,Class,NULL
9903,1554,https://www.openml.org/data/download/1593750/phpGCUgKd,500.0,autoUniv-au7-500,Class,NULL
9904,1549,https://www.openml.org/data/download/1593745/phputZAUn,750.0,autoUniv-au6-750,Class,NULL
9905,1553,https://www.openml.org/data/download/1593749/phpeCbcLC,700.0,autoUniv-au7-700,Class,NULL
9907,1551,https://www.openml.org/data/download/1593747/phpmxH8g0,400.0,autoUniv-au6-400,Class,NULL
9909,1547,https://www.openml.org/data/download/1593743/php7KLval,1000.0,autoUniv-au1-1000,Class,NULL
9937,1519,https://www.openml.org/data/download/1593711/php44ZCDh,117.0,robot-failures-lp4,Class,NULL
9938,1520,https://www.openml.org/data/download/1593712/phpWniPo4,164.0,robot-failures-lp5,Class,NULL
9939,1523,https://www.openml.org/data/download/1593719/phpOkU53r,310.0,vertebra-column,Class,NULL
9940,1524,https://www.openml.org/data/download/1593720/phpZeLjnh,310.0,vertebra-column,Class,NULL
9944,1508,https://www.openml.org/data/download/1592300/phpSOw1Kl,403.0,user-knowledge,Class,NULL
9946,1510,https://www.openml.org/data/download/1592318/phpAmSP4g,569.0,wdbc,Class,NULL
9947,1512,https://www.openml.org/data/download/1593700/phpy0HwUD,200.0,heart-long-beach,Class,NULL
9948,1513,https://www.openml.org/data/download/1593705/php65iCJh,123.0,heart-switzerland,Class,NULL
9949,1514,https://www.openml.org/data/download/1593706/phpSZJq5T,360.0,micro-mass,Class,NULL
9950,1515,https://www.openml.org/data/download/1593707/phpHyLSNF,571.0,micro-mass,Class,NULL
9951,1488,https://www.openml.org/data/download/1592280/php4ylQmK,195.0,parkinsons,Class,NULL
9953,1490,https://www.openml.org/data/download/1592282/phpSRnbqC,182.0,planning-relax,Class,NULL
9958,1495,https://www.openml.org/data/download/1592287/phpO72JYX,250.0,qualitative-bankruptcy,Class,NULL
9961,1498,https://www.openml.org/data/download/1592290/phpgNaXZe,462.0,sa-heart,Class,NULL
9962,1499,https://www.openml.org/data/download/1592291/phpPrh7lv,210.0,seeds,Class,NULL
9963,1500,https://www.openml.org/data/download/1592292/phpvz1IQW,210.0,seismic-bumps,Class,NULL
9969,1506,https://www.openml.org/data/download/1592298/phpjX67St,470.0,thoracic-surgery,Class,NULL
9971,1480,https://www.openml.org/data/download/1590565/phpOJxGL9,583.0,ilpd,Class,NULL
9973,1482,https://www.openml.org/data/download/1590827/phpflaNJC,340.0,leaf,Class,NULL
9975,1484,https://www.openml.org/data/download/1590985/phpIsie2e,126.0,lsvt,Class,NULL
9980,1467,https://www.openml.org/data/download/1586232/phpXeun7q,540.0,climate-model-simulation-crashes,Class,NULL
9984,1473,https://www.openml.org/data/download/1587930/php9pgo5r,100.0,fertility,Class,NULL
9988,1511,https://www.openml.org/data/download/1681131/phpfKh1CO,440.0,wholesale-customers,Channel,NULL
9989,1472,https://www.openml.org/data/download/1587929/php6tfgYJ,768.0,energy-efficiency,y1,NULL
9990,1472,https://www.openml.org/data/download/1587929/php6tfgYJ,768.0,energy-efficiency,y1,NULL
9991,1511,https://www.openml.org/data/download/1681131/phpfKh1CO,440.0,wholesale-customers,Channel,NULL
10089,1455,https://www.openml.org/data/download/1584100/phpOAYun7,120.0,acute-inflammations,Class,NULL
10092,1458,https://www.openml.org/data/download/1586211/phpt8tg99,200.0,arcene,Class,NULL
10094,1463,https://www.openml.org/data/download/1586224/php7gmqTJ,100.0,blogger,Class,NULL
10095,1465,https://www.openml.org/data/download/1586226/phpydCnZg,106.0,breast-tissue,Class,NULL
10096,1447,https://www.openml.org/data/download/1583313/phps53v4E,327.0,CastMetal1,def,NULL
10097,1451,https://www.openml.org/data/download/1583317/phpOVbLxn,705.0,PieChart1,def,NULL
10098,1452,https://www.openml.org/data/download/1583318/php3BOEY5,745.0,PieChart2,def,NULL
10101,1464,https://www.openml.org/data/download/1586225/php0iVrYT,748.0,blood-transfusion-service-center,Class,NULL
10104,4153,https://www.openml.org/data/download/1696325/php0gEU7D,180.0,Smartphone-Based_Recognition_of_Human_Activities,Activity,""Person""
10107,61,https://www.openml.org/data/download/61/dataset_61_iris.arff,150.0,iris,class,NULL
10109,4340,https://www.openml.org/data/download/1786606/phps1v09j,383.0,Engine1,Pump_Status,NULL
12738,37,https://www.openml.org/data/download/37/dataset_37_diabetes.arff,768.0,diabetes,class,NULL
12739,37,https://www.openml.org/data/download/37/dataset_37_diabetes.arff,768.0,diabetes,class,NULL
13917,844,https://www.openml.org/data/download/53378/breastTumor.arff,286.0,breastTumor,binaryClass,NULL
14954,6332,https://www.openml.org/data/download/1854224/phpAz9Len,540.0,cylinder-bands,band_type,""timestamp","cylinder_number""
14968,6332,https://www.openml.org/data/download/1854224/phpAz9Len,540.0,cylinder-bands,band_type,""timestamp","cylinder_number""
52945,23499,https://www.openml.org/data/download/1975719/phpSNaed2,277.0,breast-cancer-dropped-missing-attributes-values,Class,NULL
75089,1547,https://www.openml.org/data/download/1593743/php7KLval,1000.0,autoUniv-au1-1000,Class,NULL
75091,1555,https://www.openml.org/data/download/1593751/phpMjNRWy,1000.0,autoUniv-au6-1000,Class,NULL
75131,799,https://www.openml.org/data/download/53333/fri_c0_1000_5.arff,1000.0,fri_c0_1000_5,binaryClass,NULL
75136,715,https://www.openml.org/data/download/53249/fri_c3_1000_25.arff,1000.0,fri_c3_1000_25,binaryClass,NULL
75137,718,https://www.openml.org/data/download/53252/fri_c4_1000_100.arff,1000.0,fri_c4_1000_100,binaryClass,NULL
75140,723,https://www.openml.org/data/download/53257/fri_c4_1000_25.arff,1000.0,fri_c4_1000_25,binaryClass,NULL
75149,740,https://www.openml.org/data/download/53274/fri_c3_1000_10.arff,1000.0,fri_c3_1000_10,binaryClass,NULL
75152,751,https://www.openml.org/data/download/53285/fri_c4_1000_10.arff,1000.0,fri_c4_1000_10,binaryClass,NULL
75160,797,https://www.openml.org/data/download/53331/fri_c4_1000_50.arff,1000.0,fri_c4_1000_50,binaryClass,NULL
75162,913,https://www.openml.org/data/download/53447/fri_c2_1000_10.arff,1000.0,fri_c2_1000_10,binaryClass,NULL
75165,806,https://www.openml.org/data/download/53340/fri_c3_1000_50.arff,1000.0,fri_c3_1000_50,binaryClass,NULL
75170,813,https://www.openml.org/data/download/53347/fri_c3_1000_5.arff,1000.0,fri_c3_1000_5,binaryClass,NULL
75180,837,https://www.openml.org/data/download/53371/fri_c1_1000_50.arff,1000.0,fri_c1_1000_50,binaryClass,NULL
75183,845,https://www.openml.org/data/download/53379/fri_c0_1000_10.arff,1000.0,fri_c0_1000_10,binaryClass,NULL
75186,849,https://www.openml.org/data/download/53383/fri_c0_1000_25.arff,1000.0,fri_c0_1000_25,binaryClass,NULL
75190,866,https://www.openml.org/data/download/53400/fri_c2_1000_50.arff,1000.0,fri_c2_1000_50,binaryClass,NULL
75194,743,https://www.openml.org/data/download/53277/fri_c1_1000_5.arff,1000.0,fri_c1_1000_5,binaryClass,NULL
75199,903,https://www.openml.org/data/download/53437/fri_c2_1000_25.arff,1000.0,fri_c2_1000_25,binaryClass,NULL
75200,904,https://www.openml.org/data/download/53438/fri_c0_1000_50.arff,1000.0,fri_c0_1000_50,binaryClass,NULL
75204,910,https://www.openml.org/data/download/53444/fri_c1_1000_10.arff,1000.0,fri_c1_1000_10,binaryClass,NULL
75206,912,https://www.openml.org/data/download/53446/fri_c2_1000_5.arff,1000.0,fri_c2_1000_5,binaryClass,NULL
75209,917,https://www.openml.org/data/download/53451/fri_c1_1000_25.arff,1000.0,fri_c1_1000_25,binaryClass,NULL
125920,23381,https://www.openml.org/data/download/1910507/phpcFPMhq,500.0,dresses-sales,Class,NULL
125921,40496,https://www.openml.org/data/download/4535757/phpSj3fWL,500.0,LED-display-domain-7digit,Class,NULL
145679,4329,https://www.openml.org/data/download/1761654/phpGuu4iR,470.0,thoracic_surgery,Risk1Yr,NULL
145682,313,https://www.openml.org/data/download/52217/phpHNcI2h,531.0,spectrometer,LRS-class,""LRS-name""
145795,210,https://www.openml.org/data/download/3647/dataset_2196_cloud.arff,108.0,cloud,TE,NULL
145799,13,https://www.openml.org/data/download/13/dataset_13_breast-cancer.arff,286.0,breast-cancer,Class,NULL
145800,15,https://www.openml.org/data/download/52350/openml_phpJNxH0q,699.0,breast-w,Class,NULL
145802,40,https://www.openml.org/data/download/40/dataset_40_sonar.arff,208.0,sonar,Class,NULL
145804,50,https://www.openml.org/data/download/50/dataset_50_tic-tac-toe.arff,958.0,tic-tac-toe,Class,NULL
145805,54,https://www.openml.org/data/download/54/dataset_54_vehicle.arff,846.0,vehicle,Class,NULL
145806,55,https://www.openml.org/data/download/55/dataset_55_hepatitis.arff,155.0,hepatitis,Class,NULL
145807,56,https://www.openml.org/data/download/56/dataset_56_vote.arff,435.0,vote,Class,NULL
145825,307,https://www.openml.org/data/download/52210/phpd8EoD9,990.0,vowel,Class,NULL
145828,1455,https://www.openml.org/data/download/1584100/phpOAYun7,120.0,acute-inflammations,Class,NULL
145831,1458,https://www.openml.org/data/download/1586211/phpt8tg99,200.0,arcene,Class,NULL
145835,1463,https://www.openml.org/data/download/1586224/php7gmqTJ,100.0,blogger,Class,NULL
145836,1464,https://www.openml.org/data/download/1586225/php0iVrYT,748.0,blood-transfusion-service-center,Class,NULL
145837,1465,https://www.openml.org/data/download/1586226/phpydCnZg,106.0,breast-tissue,Class,NULL
145839,1467,https://www.openml.org/data/download/1586232/phpXeun7q,540.0,climate-model-simulation-crashes,Class,NULL
145842,1473,https://www.openml.org/data/download/1587930/php9pgo5r,100.0,fertility,Class,NULL
145848,1480,https://www.openml.org/data/download/1590565/phpOJxGL9,583.0,ilpd,Class,NULL
145850,1482,https://www.openml.org/data/download/1590827/phpflaNJC,340.0,leaf,Class,NULL
145852,1484,https://www.openml.org/data/download/1590985/phpIsie2e,126.0,lsvt,Class,NULL
145856,1488,https://www.openml.org/data/download/1592280/php4ylQmK,195.0,parkinsons,Class,NULL
145858,1490,https://www.openml.org/data/download/1592282/phpSRnbqC,182.0,planning-relax,Class,NULL
145863,1495,https://www.openml.org/data/download/1592287/phpO72JYX,250.0,qualitative-bankruptcy,Class,NULL
145866,1498,https://www.openml.org/data/download/1592290/phpgNaXZe,462.0,sa-heart,Class,NULL
145867,1499,https://www.openml.org/data/download/1592291/phpPrh7lv,210.0,seeds,Class,NULL
145868,1500,https://www.openml.org/data/download/1592292/phpvz1IQW,210.0,seismic-bumps,Class,NULL
145874,1506,https://www.openml.org/data/download/1592298/phpjX67St,470.0,thoracic-surgery,Class,NULL
145876,1508,https://www.openml.org/data/download/1592300/phpSOw1Kl,403.0,user-knowledge,Class,NULL
145878,1510,https://www.openml.org/data/download/1592318/phpAmSP4g,569.0,wdbc,Class,NULL
145879,1512,https://www.openml.org/data/download/1593700/phpy0HwUD,200.0,heart-long-beach,Class,NULL
145880,1513,https://www.openml.org/data/download/1593705/php65iCJh,123.0,heart-switzerland,Class,NULL
145881,1514,https://www.openml.org/data/download/1593706/phpSZJq5T,360.0,micro-mass,Class,NULL
145882,1515,https://www.openml.org/data/download/1593707/phpHyLSNF,571.0,micro-mass,Class,NULL
145886,1519,https://www.openml.org/data/download/1593711/php44ZCDh,117.0,robot-failures-lp4,Class,NULL
145887,1520,https://www.openml.org/data/download/1593712/phpWniPo4,164.0,robot-failures-lp5,Class,NULL
145888,1523,https://www.openml.org/data/download/1593719/phpOkU53r,310.0,vertebra-column,Class,NULL
145889,1524,https://www.openml.org/data/download/1593720/phpZeLjnh,310.0,vertebra-column,Class,NULL
145912,1547,https://www.openml.org/data/download/1593743/php7KLval,1000.0,autoUniv-au1-1000,Class,NULL
145914,1549,https://www.openml.org/data/download/1593745/phputZAUn,750.0,autoUniv-au6-750,Class,NULL
145915,1551,https://www.openml.org/data/download/1593747/phpmxH8g0,400.0,autoUniv-au6-400,Class,NULL
145917,1553,https://www.openml.org/data/download/1593749/phpeCbcLC,700.0,autoUniv-au7-700,Class,NULL
145918,1554,https://www.openml.org/data/download/1593750/phpGCUgKd,500.0,autoUniv-au7-500,Class,NULL
145919,1555,https://www.openml.org/data/download/1593751/phpMjNRWy,1000.0,autoUniv-au6-1000,Class,NULL
145920,1556,https://www.openml.org/data/download/1593752/phpJ1rDu3,120.0,acute-inflammations,Class,NULL
145923,1559,https://www.openml.org/data/download/1593755/php5Gjqcb,106.0,breast-tissue,Class,NULL
145929,1565,https://www.openml.org/data/download/1593761/phpTXWrKb,294.0,heart-h,Class,NULL
145935,23381,https://www.openml.org/data/download/1910507/phpcFPMhq,500.0,dresses-sales,Class,NULL
145936,23499,https://www.openml.org/data/download/1975719/phpSNaed2,277.0,breast-cancer-dropped-missing-attributes-values,Class,NULL
145942,40496,https://www.openml.org/data/download/4535757/phpSj3fWL,500.0,LED-display-domain-7digit,Class,NULL
145952,2,https://www.openml.org/data/download/1666876/phpFsFYVN,898.0,anneal,class,NULL
145955,5,https://www.openml.org/data/download/5/dataset_5_arrhythmia.arff,452.0,arrhythmia,class,NULL
145957,7,https://www.openml.org/data/download/7/dataset_7_audiology.arff,226.0,audiology,class,NULL
145958,10,https://www.openml.org/data/download/10/dataset_10_lymph.arff,148.0,lymph,class,NULL
145959,11,https://www.openml.org/data/download/11/dataset_11_balance-scale.arff,625.0,balance-scale,class,NULL
145970,29,https://www.openml.org/data/download/29/dataset_29_credit-a.arff,690.0,credit-approval,class,NULL
145972,31,https://www.openml.org/data/download/31/dataset_31_credit-g.arff,1000.0,credit-g,class,NULL
145974,35,https://www.openml.org/data/download/35/dataset_35_dermatology.arff,366.0,dermatology,class,NULL
145976,37,https://www.openml.org/data/download/37/dataset_37_diabetes.arff,768.0,diabetes,class,NULL
145977,39,https://www.openml.org/data/download/39/dataset_39_ecoli.arff,336.0,ecoli,class,NULL
145978,42,https://www.openml.org/data/download/42/dataset_42_soybean.arff,683.0,soybean,class,NULL
145983,53,https://www.openml.org/data/download/53/dataset_53_heart-statlog.arff,270.0,heart-statlog,class,NULL
145984,59,https://www.openml.org/data/download/59/dataset_59_ionosphere.arff,351.0,ionosphere,class,NULL
145986,61,https://www.openml.org/data/download/61/dataset_61_iris.arff,150.0,iris,class,NULL
146025,164,https://www.openml.org/data/download/3585/dataset_106_molecular-biology_promoters.arff,106.0,molecular-biology_promoters,class,NULL
146032,171,https://www.openml.org/data/download/3594/dataset_113_primary-tumor.arff,339.0,primary-tumor,class,NULL
146038,187,https://www.openml.org/data/download/3624/dataset_191_wine.arff,178.0,wine,class,NULL
146062,311,https://www.openml.org/data/download/52215/phpgEDZOc,937.0,oil_spill,class,NULL
146063,329,https://www.openml.org/data/download/52233/phpRql5hp,160.0,hayes-roth,class,NULL
146064,333,https://www.openml.org/data/download/52236/phpAyyBys,556.0,monks-problems-1,class,NULL
146065,334,https://www.openml.org/data/download/52237/php4fATLZ,601.0,monks-problems-2,class,NULL
146066,335,https://www.openml.org/data/download/52238/phphZierv,554.0,monks-problems-3,class,NULL
146067,374,https://www.openml.org/data/download/1663733/phphYb9h0,131.0,SyskillWebert-BioMedical,class,NULL
146069,377,https://www.openml.org/data/download/52417/synthetic_control.arff,600.0,synthetic_control,class,NULL
146072,466,https://www.openml.org/data/download/52578/schizo.arff,340.0,schizo,class,NULL
146073,481,https://www.openml.org/data/download/52593/biomed.arff,209.0,biomed,class,NULL
146076,956,https://www.openml.org/data/download/53490/molecular-biology_promoters.arff,106.0,molecular-biology_promoters,binaryClass,""instance""
146079,1106,https://www.openml.org/data/download/53989/GCM.arff,190.0,GCM,class,NULL
146081,1115,https://www.openml.org/data/download/53998/teachingAssistant.arff,151.0,teachingAssistant,class,NULL
146084,1121,https://www.openml.org/data/download/54004/badges2.arff,294.0,badges2,class,NULL
146092,1233,https://www.openml.org/data/download/461019/phpui3LSc,945.0,eating,class,NULL
146148,1413,https://www.openml.org/data/download/976045/iris.arff,150.0,MyIris,class,NULL
146156,4136,https://www.openml.org/data/download/1681111/phpEUwA95,600.0,Dexter,class,NULL
146191,40663,https://www.openml.org/data/download/4965238/calendarDOW.arff,399.0,calendarDOW,class,NULL
146193,40665,https://www.openml.org/data/download/4965240/clean1.arff,476.0,clean1,class,NULL
146196,40669,https://www.openml.org/data/download/4965244/corral.arff,160.0,corral,class,NULL
146198,40671,https://www.openml.org/data/download/4965246/ecoli.arff,327.0,ecoli,class,NULL
146208,40681,https://www.openml.org/data/download/4965258/mux6.arff,128.0,mux6,class,NULL
146209,40682,https://www.openml.org/data/download/4965259/new-thyroid.arff,215.0,thyroid-new,class,NULL
146213,40686,https://www.openml.org/data/download/4965263/solar-flare_1.arff,315.0,solar-flare,class,NULL
146216,40690,https://www.openml.org/data/download/4965267/threeOf9.arff,512.0,threeOf9,class,NULL
146219,40693,https://www.openml.org/data/download/4965270/xd6.arff,973.0,xd6,class,NULL
146226,40700,https://www.openml.org/data/download/4965299/cars1.arff,392.0,cars1,class,NULL
146231,40705,https://www.openml.org/data/download/4965306/tokyo1.arff,959.0,tokyo1,class,NULL
146236,40710,https://www.openml.org/data/download/4965311/cleve.arff,303.0,cleve,class,NULL
146237,40711,https://www.openml.org/data/download/4965312/cleveland-nominal.arff,303.0,cleveland-nominal,class,NULL
146574,377,https://www.openml.org/data/download/52417/synthetic_control.arff,600.0,synthetic_control,class,NULL
146575,451,https://www.openml.org/data/download/52563/irish.arff,500.0,irish,Leaving_Certificate,NULL
146576,458,https://www.openml.org/data/download/52570/analcatdata_authorship.arff,841.0,analcatdata_authorship,Author,NULL
146577,469,https://www.openml.org/data/download/52581/analcatdata_dmft.arff,797.0,analcatdata_dmft,Prevention,NULL
146578,470,https://www.openml.org/data/download/52582/profb.arff,672.0,profb,Home/Away,NULL
146583,1063,https://www.openml.org/data/download/53946/kc2.arff,522.0,kc2,problems,NULL
146587,1464,https://www.openml.org/data/download/1586225/php0iVrYT,748.0,blood-transfusion-service-center,Class,NULL
146588,1467,https://www.openml.org/data/download/1586232/phpXeun7q,540.0,climate-model-simulation-crashes,Class,NULL
146593,1480,https://www.openml.org/data/download/1590565/phpOJxGL9,583.0,ilpd,Class,NULL
146596,1510,https://www.openml.org/data/download/1592318/phpAmSP4g,569.0,wdbc,Class,NULL
146597,1515,https://www.openml.org/data/download/1593707/phpHyLSNF,571.0,micro-mass,Class,NULL
146600,6332,https://www.openml.org/data/download/1854224/phpAz9Len,540.0,cylinder-bands,band_type,""timestamp","cylinder_number""
146602,23381,https://www.openml.org/data/download/1910507/phpcFPMhq,500.0,dresses-sales,Class,NULL
146603,40496,https://www.openml.org/data/download/4535757/phpSj3fWL,500.0,LED-display-domain-7digit,Class,NULL
146802,40971,https://www.openml.org/data/download/17953251/php5OMDBD,1000.0,collins,Corp.Genre,"Genre,Corpus,Counter"
146803,31,https://www.openml.org/data/download/31/dataset_31_credit-g.arff,1000.0,credit-g,class,NULL
146804,31,https://www.openml.org/data/download/31/dataset_31_credit-g.arff,1000.0,credit-g,class,NULL
146818,40981,https://www.openml.org/data/download/18151910/phpelnJ6y,690.0,Australian,A15,NULL
146819,40994,https://www.openml.org/data/download/18237248/phpJem85A,540.0,climate-model-simulation-crashes,outcome,"Study,Run"
166850,61,https://www.openml.org/data/download/61/dataset_61_iris.arff,150.0,iris,class,NULL
166853,446,https://www.openml.org/data/download/52558/prnn_crabs.arff,200.0,prnn_crabs,sp,NULL
166854,450,https://www.openml.org/data/download/52562/analcatdata_lawsuit.arff,264.0,analcatdata_lawsuit,Laid.off,NULL
166855,463,https://www.openml.org/data/download/52575/backache.arff,180.0,backache,col_33,NULL
166856,464,https://www.openml.org/data/download/52576/prnn_synth.arff,250.0,prnn_synth,yc,NULL
166857,466,https://www.openml.org/data/download/52578/schizo.arff,340.0,schizo,class,NULL
166858,481,https://www.openml.org/data/download/52593/biomed.arff,209.0,biomed,class,NULL
166859,717,https://www.openml.org/data/download/53251/rmftsa_ladata.arff,508.0,rmftsa_ladata,binaryClass,NULL
166860,721,https://www.openml.org/data/download/53255/pwLinear.arff,200.0,pwLinear,binaryClass,NULL
166861,724,https://www.openml.org/data/download/53258/analcatdata_vineyard.arff,468.0,analcatdata_vineyard,binaryClass,NULL
166862,730,https://www.openml.org/data/download/53264/fri_c1_250_5.arff,250.0,fri_c1_250_5,binaryClass,NULL
166863,732,https://www.openml.org/data/download/53266/fri_c0_250_50.arff,250.0,fri_c0_250_50,binaryClass,NULL
166864,733,https://www.openml.org/data/download/53267/machine_cpu.arff,209.0,machine_cpu,binaryClass,NULL
166865,738,https://www.openml.org/data/download/53272/pharynx.arff,195.0,pharynx,binaryClass,""Entry""
166866,742,https://www.openml.org/data/download/53276/fri_c4_500_100.arff,500.0,fri_c4_500_100,binaryClass,NULL
166867,744,https://www.openml.org/data/download/53278/fri_c3_250_5.arff,250.0,fri_c3_250_5,binaryClass,NULL
166868,746,https://www.openml.org/data/download/53280/fri_c1_250_25.arff,250.0,fri_c1_250_25,binaryClass,NULL
166869,747,https://www.openml.org/data/download/53281/servo.arff,167.0,servo,binaryClass,NULL
166870,748,https://www.openml.org/data/download/53282/analcatdata_wildcat.arff,163.0,analcatdata_wildcat,binaryClass,NULL
166871,749,https://www.openml.org/data/download/53283/fri_c3_500_5.arff,500.0,fri_c3_500_5,binaryClass,NULL
166872,750,https://www.openml.org/data/download/53284/pm10.arff,500.0,pm10,binaryClass,NULL
166873,753,https://www.openml.org/data/download/53287/wisconsin.arff,194.0,wisconsin,binaryClass,NULL
166874,756,https://www.openml.org/data/download/53290/autoPrice.arff,159.0,autoPrice,binaryClass,NULL
166875,757,https://www.openml.org/data/download/53291/meta.arff,528.0,meta,binaryClass,NULL
166876,763,https://www.openml.org/data/download/53297/fri_c0_250_10.arff,250.0,fri_c0_250_10,binaryClass,NULL
166877,764,https://www.openml.org/data/download/53298/analcatdata_apnea3.arff,450.0,analcatdata_apnea3,binaryClass,NULL
166878,765,https://www.openml.org/data/download/53299/analcatdata_apnea2.arff,475.0,analcatdata_apnea2,binaryClass,NULL
166879,766,https://www.openml.org/data/download/53300/fri_c1_500_50.arff,500.0,fri_c1_500_50,binaryClass,NULL
166880,767,https://www.openml.org/data/download/53301/analcatdata_apnea1.arff,475.0,analcatdata_apnea1,binaryClass,NULL
166881,769,https://www.openml.org/data/download/53303/fri_c1_250_50.arff,250.0,fri_c1_250_50,binaryClass,NULL
166882,770,https://www.openml.org/data/download/53304/strikes.arff,625.0,strikes,binaryClass,NULL
166883,773,https://www.openml.org/data/download/53307/fri_c0_250_25.arff,250.0,fri_c0_250_25,binaryClass,NULL
166884,774,https://www.openml.org/data/download/53308/disclosure_x_bias.arff,662.0,disclosure_x_bias,binaryClass,NULL
166885,776,https://www.openml.org/data/download/53310/fri_c0_250_5.arff,250.0,fri_c0_250_5,binaryClass,NULL
166886,778,https://www.openml.org/data/download/53312/bodyfat.arff,252.0,bodyfat,binaryClass,NULL
166887,779,https://www.openml.org/data/download/53313/fri_c1_500_25.arff,500.0,fri_c1_500_25,binaryClass,NULL
166888,786,https://www.openml.org/data/download/53320/cleveland.arff,303.0,cleveland,binaryClass,NULL
166889,788,https://www.openml.org/data/download/53322/triazines.arff,186.0,triazines,binaryClass,NULL
166890,792,https://www.openml.org/data/download/53326/fri_c2_500_5.arff,500.0,fri_c2_500_5,binaryClass,NULL
166891,793,https://www.openml.org/data/download/53327/fri_c3_250_10.arff,250.0,fri_c3_250_10,binaryClass,NULL
166892,794,https://www.openml.org/data/download/53328/fri_c2_250_25.arff,250.0,fri_c2_250_25,binaryClass,NULL
166893,795,https://www.openml.org/data/download/53329/disclosure_x_tampered.arff,662.0,disclosure_x_tampered,binaryClass,NULL
166894,796,https://www.openml.org/data/download/53330/cpu.arff,209.0,cpu,binaryClass,NULL
166895,798,https://www.openml.org/data/download/53332/cholesterol.arff,303.0,cholesterol,binaryClass,NULL
166896,801,https://www.openml.org/data/download/53335/chscase_funds.arff,185.0,chscase_funds,binaryClass,""col_1""
166898,805,https://www.openml.org/data/download/53339/fri_c4_500_50.arff,500.0,fri_c4_500_50,binaryClass,NULL
166899,810,https://www.openml.org/data/download/53344/pbc.arff,418.0,pbc,binaryClass,NULL
